"","time","tempC","SiteID","yearnormal","yearcircle"
"1",-0.1,22.4838709677419,"100",1.4,5.65486677646163
"2",-0.0495145631067961,23.8289383025368,"100",1.4504854368932,5.97207613177555
"3",-0.000970873786407755,24.4969621046038,"100",1.49902912621359,6.2770851272697
"4",0.0495145631067961,22.5517068587535,"100",0.549514563106796,0.311109175404038
"5",0.0980582524271845,24.9616661446915,"100",0.598058252427184,0.616118170898193
"6",0.150485436893204,24.9515189476981,"100",0.650485436893204,0.94552788603188
"7",0.199029126213592,27.0711556529909,"100",0.699029126213592,1.25053688152603
"8",0.253398058252427,22.415471343564,"100",0.753398058252427,1.59214695647949
"9",0.350485436893204,18.4289383025368,"100",0.850485436893204,2.2021649474678
"10",0.400970873786408,18.3223927341058,"100",0.900970873786408,2.51937430278172
"11",0.451456310679612,17.4416536172878,"100",0.951456310679612,2.83658365809564
"12",0.498058252427185,15.8842467898528,"100",0.998058252427185,3.12939229377003
"13",0.550485436893204,14.3257124960852,"100",1.0504854368932,3.45880200890371
"14",0.599029126213592,13.2518008142812,"100",1.09902912621359,3.76381100439787
"15",0.649514563106796,12.3710616974632,"100",1.1495145631068,4.08102035971179
"16",0.7,13.9096774193548,"100",1.2,4.39822971502571
"17",0.0946047045068503,9.54139095301175,"103",0.0946047045068503,0.594418889347508
"18",0.109835193301364,10.0926447481468,"103",0.109835193301364,0.690114872762359
"19",0.123660526381293,10.5468061344145,"103",0.123660526381293,0.776982002437033
"20",0.140527442501327,10.9670274203274,"103",0.140527442501327,0.88295996197986
"21",0.150735584180879,11.4641747317962,"103",0.150735584180879,0.947099607794431
"22",0.150152660269421,10.8080980470481,"103",0.150152660269421,0.943436988838754
"23",0.161742166924138,12.0266212870876,"103",0.161742166924138,1.01625600676913
"24",0.170243416392415,12.4780536304405,"103",0.170243416392415,1.06967093252088
"25",0.18011062845209,12.9929434737206,"103",0.18011062845209,1.13166845435706
"26",0.193938473162331,13.4516171832462,"103",0.193938473162331,1.2185513650704
"27",0.200289819995459,14.8217796066317,"103",0.200289819995459,1.25845805417311
"28",0.199798582973157,13.9392372077076,"103",0.199798582973157,1.25537152093224
"29",0.208432816567934,14.3905258467566,"103",0.208432816567934,1.3096220105937
"30",0.221871372526256,14.8669920664032,"103",0.221871372526256,1.39405894794074
"31",0.23331427401376,15.3440102788908,"103",0.23331427401376,1.46595681843853
"32",0.247567107872855,15.705594279561,"103",0.247567107872855,1.55551001472767
"33",0.257977977184932,16.1821211255336,"103",0.257977977184932,1.62092343582427
"34",0.275814082740337,16.7528974117548,"103",0.275814082740337,1.7329909921873
"35",0.291805262722471,17.153680885128,"103",0.291805262722471,1.83346653929551
"36",0.310902456516485,17.3761260977855,"103",0.310902456516485,1.95345774675042
"37",0.317783953953237,17.9268915079005,"103",0.317783953953237,1.99669547033641
"38",0.353147501543221,19.5778527485891,"103",0.353147501543221,2.21889119296355
"39",0.373482993614105,20.4580466990197,"103",0.373482993614105,2.34666285795759
"40",0.376803756006581,20.6866130601529,"103",0.376803756006581,2.36752782343063
"41",0.394270194436274,20.5105046933972,"103",0.394270194436274,2.47727269274083
"42",0.411842275172734,20.524190276628,"103",0.411842275172734,2.58768133224073
"43",0.427260109924383,20.5794966695196,"103",0.427260109924383,2.68455444502082
"44",0.598998742009524,15.3876330493572,"103",0.598998742009524,3.76362009481329
"45",0.616418101422978,15.1269438671412,"103",0.616418101422978,3.87306915794039
"46",0.634532952950258,14.9204600132841,"103",0.634532952950258,3.98688812689834
"47",0.648083220037707,14.6413865100628,"103",0.648083220037707,4.07202696597055
"48",0.6602836745322,13.6106925734056,"103",0.6602836745322,4.14868468239127
"49",0.665610235964569,13.1397548253701,"103",0.665610235964569,4.18215245492092
"50",0.671699426914664,12.6045803609022,"103",0.671699426914664,4.22041197003117
"51",0.677790765619302,12.073264490881,"103",0.677790765619302,4.2586849798812
"52",0.683115439631013,11.5989358568166,"103",0.683115439631013,4.2921408933971
"53",0.688427227115467,11.1014556560723,"103",0.688427227115467,4.32551583847429
"54",0.698446780985442,10.4556833245465,"103",0.698446780985442,4.3884705521346
"55",0.702162954202308,9.96027835676274,"103",0.702162954202308,4.41181995708975
"56",0.706480735780864,9.46993944385694,"103",0.706480735780864,4.43894937886375
"57",0.729029957726144,8.02634010921729,"103",0.729029957726144,4.58063031887866
"58",0.736742527552551,7.53897151454475,"103",0.736742527552551,4.62908982429254
"59",0.744449239866568,7.04107948047223,"103",0.744449239866568,4.67751252587063
"60",0.757022000384205,6.67925990767932,"103",0.757022000384205,4.75650951002574
"61",0.75752906781975,6.15588765617316,"103",0.75752906781975,4.7596955086865
"62",0.774658270327855,5.37391086800294,"103",0.774658270327855,4.86732146220913
"63",0.783974160304814,4.89831120953604,"103",0.783974160304814,4.92585492523566
"64",0.794090944895738,4.42722081324765,"103",0.794090944895738,4.98942055753326
"65",0.808134355118023,3.83881824413211,"103",0.808134355118023,5.07765790630461
"66",0.814990425451977,3.37743817116827,"103",0.814990425451977,5.1207358666919
"67",0.830715268233902,2.09356558148611,"103",0.830715268233902,5.219537967817
"68",0.826599947387122,2.58905088086837,"103",0.826599947387122,5.19368064433818
"69",0.841984787354701,1.54191242845144,"103",0.841984787354701,5.29034644477578
"70",0.849678378840968,1.02044789012296,"103",0.849678378840968,5.33868670576174
"71",0.86168413486415,0.422339761937845,"103",0.86168413486415,5.41412109560818
"72",0.868362381772006,0.163070881795218,"103",0.868362381772006,5.45608175845734
"73",0.873684673728678,-0.315537284291839,"103",0.873684673728678,5.48952270508002
