0.418876901,6.536188179
0.654424783,6.465335534
1.697970274,6.968389309
1.782980235,7.988667386
1.871678166,8.812329376
1.935718056,9.476572916
2.00805712,10.53936258
2.166495241,14.47674524
2.201919203,13.0310139
2.253464915,13.67459209
2.352014502,15.46362136
2.387193088,16.34927941
2.459482604,17.42978224
2.522680189,18.39514951
2.614417022,19.25423783
2.772553998,19.9337791
2.762705024,20.57007265
3.050785631,19.93521046
3.214791611,19.339261
3.341639314,18.41581487
3.400237259,17.66005333
3.461081348,16.10129516
3.540125813,14.76690369
3.580391255,13.83401054
3.629690822,13.03691829
3.707001132,11.20065393
3.749644844,10.53936258
3.79965459,9.48838169
4.007965906,8.216724335
4.218173157,7.950020489
4.437192959,8.403155355
4.655208274,8.446136883
4.854009201,9.49267579
5.07791797,10.21730511
5.222325839,11.21568328
5.29423249,10.96447845
5.466826983,11.57178683
5.928958224,13.07234461
6.12013099,13.81432925
6.348537178,14.52039553
6.505032337,14.9455114
6.777113151,15.2761379
6.983552313,15.51515055
7.191461808,15.2285194
7.391946414,14.90388547
7.593945817,14.37426195
7.817266132,13.62651351
8.007467613,12.93949591
8.236036082,11.99828294
8.402663337,10.90461218
8.608421905,10.79797473
8.767736305,10.38348676
9.149260453,9.450003174
9.336301525,9.05145705
9.544439838,8.6830233
9.769434144,8.34647324
10.01483533,8.043774998
10.52886796,7.603406133
10.74156215,7.457272554
10.87543897,7.38641991
11.27406354,7.49122278
11.46118719,7.123252945
11.66714295,7.05429814
